locus_tag	ftype	length_bp	gene	EC_number	COG	product
PCOCLAEF_01632	gene	1740	ruvB_1			
PCOCLAEF_01632	CDS	1740	ruvB_1	3.6.4.12		Holliday junction ATP-dependent DNA helicase RuvB
PCOCLAEF_01633	gene	465				
PCOCLAEF_01633	CDS	465				hypothetical protein
PCOCLAEF_01634	gene	189				
PCOCLAEF_01634	CDS	189				hypothetical protein
PCOCLAEF_01635	gene	222				
PCOCLAEF_01635	CDS	222				hypothetical protein
PCOCLAEF_01636	gene	1365	celB			
PCOCLAEF_01636	CDS	1365	celB		COG1455	PTS system cellobiose-specific EIIC component
PCOCLAEF_01637	gene	156				
PCOCLAEF_01637	CDS	156				hypothetical protein
PCOCLAEF_01638	gene	642				
PCOCLAEF_01638	CDS	642				hypothetical protein
PCOCLAEF_01639	gene	96				
PCOCLAEF_01639	CDS	96				hypothetical protein
PCOCLAEF_01640	gene	1494	xylB			
PCOCLAEF_01640	CDS	1494	xylB	2.7.1.17	COG1070	Xylulose kinase
PCOCLAEF_01641	gene	939				
PCOCLAEF_01641	CDS	939				hypothetical protein
PCOCLAEF_01642	gene	948				
PCOCLAEF_01642	CDS	948				Cell wall protein
PCOCLAEF_01643	gene	1740				
PCOCLAEF_01643	CDS	1740			COG1132	putative ABC transporter ATP-binding/permease protein
PCOCLAEF_01644	gene	1725	cydD_2			
PCOCLAEF_01644	CDS	1725	cydD_2		COG4988	ATP-binding/permease protein CydD
PCOCLAEF_01645	gene	1014	cydB			
PCOCLAEF_01645	CDS	1014	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
PCOCLAEF_01646	gene	1407	cydA			
PCOCLAEF_01646	CDS	1407	cydA	1.10.3.-	COG1271	Cytochrome bd ubiquinol oxidase subunit 1
PCOCLAEF_01647	gene	471	tadA_2			
PCOCLAEF_01647	CDS	471	tadA_2	3.5.4.33	COG0590	tRNA-specific adenosine deaminase
PCOCLAEF_01648	gene	1578	acsA			
PCOCLAEF_01648	CDS	1578	acsA	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
PCOCLAEF_01649	gene	720	gamA			
PCOCLAEF_01649	CDS	720	gamA	3.5.99.6	COG0363	putative glucosamine-6-phosphate deaminase 2
PCOCLAEF_01650	gene	735				
PCOCLAEF_01650	CDS	735				hypothetical protein
PCOCLAEF_01651	gene	462				
PCOCLAEF_01651	CDS	462				hypothetical protein
PCOCLAEF_01652	gene	444				
PCOCLAEF_01652	CDS	444				hypothetical protein
PCOCLAEF_01653	gene	1353	mepA_2			
PCOCLAEF_01653	CDS	1353	mepA_2		COG0534	Multidrug export protein MepA
PCOCLAEF_01654	gene	450	slyA_2			
PCOCLAEF_01654	CDS	450	slyA_2			Transcriptional regulator SlyA
PCOCLAEF_01655	gene	975	lrp			
PCOCLAEF_01655	CDS	975	lrp			Leucine-rich protein
PCOCLAEF_01656	gene	456	adhR_3			
PCOCLAEF_01656	CDS	456	adhR_3		COG0789	HTH-type transcriptional regulator AdhR
PCOCLAEF_01657	gene	405				
PCOCLAEF_01657	CDS	405				hypothetical protein
PCOCLAEF_01658	gene	612	mupP			
PCOCLAEF_01658	CDS	612	mupP	3.1.3.105	COG0546	N-acetylmuramic acid 6-phosphate phosphatase
PCOCLAEF_01659	gene	369				
PCOCLAEF_01659	CDS	369				hypothetical protein
PCOCLAEF_01660	gene	753				
PCOCLAEF_01660	CDS	753				hypothetical protein
PCOCLAEF_01661	gene	1959	mngA_2			
PCOCLAEF_01661	CDS	1959	mngA_2		COG1299	PTS system 2-O-alpha-mannosyl-D-glycerate-specific EIIABC component
PCOCLAEF_01662	gene	2649	mngB_3			
PCOCLAEF_01662	CDS	2649	mngB_3	3.2.1.-	COG0383	Mannosylglycerate hydrolase
PCOCLAEF_01663	gene	1683				
PCOCLAEF_01663	CDS	1683		2.4.1.352	COG0366	Glucosylglycerate phosphorylase
PCOCLAEF_01664	gene	1134	garK_1			
PCOCLAEF_01664	CDS	1134	garK_1	2.7.1.165	COG1929	Glycerate 2-kinase
PCOCLAEF_01665	gene	957	ccpB_2			
PCOCLAEF_01665	CDS	957	ccpB_2			Catabolite control protein B
PCOCLAEF_01666	gene	1335				
PCOCLAEF_01666	CDS	1335				hypothetical protein
PCOCLAEF_01667	gene	690	cobB			
PCOCLAEF_01667	CDS	690	cobB	2.3.1.286	COG0846	NAD-dependent protein deacetylase
PCOCLAEF_01668	gene	291				
PCOCLAEF_01668	CDS	291				hypothetical protein
PCOCLAEF_01669	gene	1209	sbnD_2			
PCOCLAEF_01669	CDS	1209	sbnD_2			Staphyloferrin B transporter
PCOCLAEF_01670	gene	348				
PCOCLAEF_01670	CDS	348				hypothetical protein
PCOCLAEF_01671	gene	645	tal_3			
PCOCLAEF_01671	CDS	645	tal_3	2.2.1.2	COG0176	Transaldolase
PCOCLAEF_01672	gene	690				
PCOCLAEF_01672	CDS	690				hypothetical protein
PCOCLAEF_01673	gene	1728	bmrA			
PCOCLAEF_01673	CDS	1728	bmrA	3.6.3.-	COG1132	Multidrug resistance ABC transporter ATP-binding/permease protein BmrA
PCOCLAEF_01674	gene	252				
PCOCLAEF_01674	CDS	252				hypothetical protein
PCOCLAEF_01675	gene	1284	serS			
PCOCLAEF_01675	CDS	1284	serS	6.1.1.11		Serine--tRNA ligase
PCOCLAEF_01676	gene	420	ydaG			
PCOCLAEF_01676	CDS	420	ydaG		COG3871	General stress protein 26
PCOCLAEF_01677	gene	573	trpG			
PCOCLAEF_01677	CDS	573	trpG	4.1.3.27	COG0512	Anthranilate synthase component 2
PCOCLAEF_01678	gene	1707	menF_2			
PCOCLAEF_01678	CDS	1707	menF_2	5.4.4.2		Isochorismate synthase MenF
PCOCLAEF_01679	gene	1722				
PCOCLAEF_01679	CDS	1722			COG1132	putative ABC transporter ATP-binding protein
PCOCLAEF_01680	gene	1773				
PCOCLAEF_01680	CDS	1773			COG1132	putative ABC transporter ATP-binding protein
PCOCLAEF_01681	gene	1854				
PCOCLAEF_01681	CDS	1854				hypothetical protein
PCOCLAEF_01682	gene	948				
PCOCLAEF_01682	CDS	948				hypothetical protein
PCOCLAEF_01683	gene	1338	dacA_1			
PCOCLAEF_01683	CDS	1338	dacA_1	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacA
PCOCLAEF_01684	gene	1668	cocE			
PCOCLAEF_01684	CDS	1668	cocE	3.1.1.84		Cocaine esterase
PCOCLAEF_01685	gene	2154	topB			
PCOCLAEF_01685	CDS	2154	topB	5.6.2.1	COG0550	DNA topoisomerase 3
PCOCLAEF_01686	gene	1773	recQ			
PCOCLAEF_01686	CDS	1773	recQ	3.6.4.12	COG0514	ATP-dependent DNA helicase RecQ
PCOCLAEF_01687	gene	1467	guaB_1			
PCOCLAEF_01687	CDS	1467	guaB_1	1.1.1.205	COG0516	Inosine-5'-monophosphate dehydrogenase
PCOCLAEF_01688	gene	531	ymdB_2			
PCOCLAEF_01688	CDS	531	ymdB_2	3.1.1.106	COG2110	O-acetyl-ADP-ribose deacetylase
PCOCLAEF_01689	gene	1611	ettA_1			
PCOCLAEF_01689	CDS	1611	ettA_1		COG0488	Energy-dependent translational throttle protein EttA
PCOCLAEF_01690	gene	111				
PCOCLAEF_01690	CDS	111				hypothetical protein
PCOCLAEF_01691	gene	1455	bglC_3			
PCOCLAEF_01691	CDS	1455	bglC_3	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglC
PCOCLAEF_01692	gene	303	gmuB			
PCOCLAEF_01692	CDS	303	gmuB	2.7.1.205	COG1440	PTS system oligo-beta-mannoside-specific EIIB component
PCOCLAEF_01693	gene	1353	chbC			
PCOCLAEF_01693	CDS	1353	chbC		COG1455	PTS system N,N'-diacetylchitobiose-specific EIIC component
PCOCLAEF_01694	gene	885	bglK_2			
PCOCLAEF_01694	CDS	885	bglK_2	2.7.1.85	COG1940	Beta-glucoside kinase
PCOCLAEF_01695	gene	309	licA_2			
PCOCLAEF_01695	CDS	309	licA_2		COG1447	Lichenan-specific phosphotransferase enzyme IIA component
PCOCLAEF_01696	gene	735	glvR_1			
PCOCLAEF_01696	CDS	735	glvR_1		COG1737	HTH-type transcriptional regulator GlvR
PCOCLAEF_01697	gene	663				
PCOCLAEF_01697	CDS	663				hypothetical protein
PCOCLAEF_01698	gene	1131				
PCOCLAEF_01698	CDS	1131				hypothetical protein
PCOCLAEF_01699	gene	909	ytrB_2			
PCOCLAEF_01699	CDS	909	ytrB_2		COG1131	ABC transporter ATP-binding protein YtrB
PCOCLAEF_01700	gene	2331	gshAB			
PCOCLAEF_01700	CDS	2331	gshAB		COG1181	Glutathione biosynthesis bifunctional protein GshAB
PCOCLAEF_01701	gene	1449	bglA			
PCOCLAEF_01701	CDS	1449	bglA	3.2.1.86	COG2723	6-phospho-beta-glucosidase BglA
PCOCLAEF_01702	gene	1854	bglF_2			
PCOCLAEF_01702	CDS	1854	bglF_2		COG1263	PTS system beta-glucoside-specific EIIBCA component
PCOCLAEF_01703	gene	837	licT_2			
PCOCLAEF_01703	CDS	837	licT_2		COG3711	Transcription antiterminator LicT
PCOCLAEF_01704	gene	204				
PCOCLAEF_01704	CDS	204				hypothetical protein
PCOCLAEF_01705	gene	624	lolD			
PCOCLAEF_01705	CDS	624	lolD	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
PCOCLAEF_01706	gene	2169				
PCOCLAEF_01706	CDS	2169				hypothetical protein
PCOCLAEF_01707	gene	396				
PCOCLAEF_01707	CDS	396				hypothetical protein
PCOCLAEF_01708	gene	1191	emrD			
PCOCLAEF_01708	CDS	1191	emrD			Multidrug resistance protein D
PCOCLAEF_01709	gene	510				
PCOCLAEF_01709	CDS	510				hypothetical protein
PCOCLAEF_01710	gene	1101	ychF			
PCOCLAEF_01710	CDS	1101	ychF		COG0012	Ribosome-binding ATPase YchF
PCOCLAEF_01711	gene	309	gmuA_2			
PCOCLAEF_01711	CDS	309	gmuA_2		COG1447	PTS system oligo-beta-mannoside-specific EIIA component
PCOCLAEF_01712	gene	2271				
PCOCLAEF_01712	CDS	2271		3.2.1.-		Putative beta-xylosidase
PCOCLAEF_01713	gene	300	licB_3			
PCOCLAEF_01713	CDS	300	licB_3	2.7.1.-	COG1440	Lichenan-specific phosphotransferase enzyme IIB component
PCOCLAEF_01714	gene	1296	licC_5			
PCOCLAEF_01714	CDS	1296	licC_5		COG1455	Lichenan permease IIC component
PCOCLAEF_01715	gene	1917	licR_5			
PCOCLAEF_01715	CDS	1917	licR_5		COG1762	putative licABCH operon regulator
PCOCLAEF_01716	gene	1467	katA			
PCOCLAEF_01716	CDS	1467	katA	1.11.1.6	COG0753	Catalase
PCOCLAEF_01717	gene	204				
PCOCLAEF_01717	CDS	204				hypothetical protein
PCOCLAEF_01718	gene	852	spo0J			
PCOCLAEF_01718	CDS	852	spo0J		COG1475	Stage 0 sporulation protein J
PCOCLAEF_01719	gene	762	soj			
PCOCLAEF_01719	CDS	762	soj	3.6.-.-	COG1192	Sporulation initiation inhibitor protein Soj
PCOCLAEF_01720	gene	759				
PCOCLAEF_01720	CDS	759				hypothetical protein
PCOCLAEF_01721	gene	300				
PCOCLAEF_01721	CDS	300				hypothetical protein
PCOCLAEF_01722	gene	855	noc			
PCOCLAEF_01722	CDS	855	noc		COG1475	Nucleoid occlusion protein
PCOCLAEF_01723	gene	807	ybbH_2			
PCOCLAEF_01723	CDS	807	ybbH_2		COG1737	putative HTH-type transcriptional regulator YbbH
PCOCLAEF_01724	gene	906	bglK_3			
PCOCLAEF_01724	CDS	906	bglK_3	2.7.1.85	COG1940	Beta-glucoside kinase
PCOCLAEF_01725	gene	447				
PCOCLAEF_01725	CDS	447				hypothetical protein
PCOCLAEF_01726	gene	657	cbbY			
PCOCLAEF_01726	CDS	657	cbbY	3.1.3.-	COG0637	Protein CbbY
PCOCLAEF_01727	gene	1407	mtlA			
PCOCLAEF_01727	CDS	1407	mtlA			PTS system mannitol-specific EIICB component
PCOCLAEF_01728	gene	1002	iolG_2			
PCOCLAEF_01728	CDS	1002	iolG_2	1.1.1.18	COG0673	Myo-inositol 2-dehydrogenase
PCOCLAEF_01729	gene	696	nanE			
PCOCLAEF_01729	CDS	696	nanE	5.1.3.9	COG3010	Putative N-acetylmannosamine-6-phosphate 2-epimerase
PCOCLAEF_01730	gene	717	rsmG			
PCOCLAEF_01730	CDS	717	rsmG	2.1.1.-	COG0357	Ribosomal RNA small subunit methyltransferase G
PCOCLAEF_01731	gene	267				
PCOCLAEF_01731	CDS	267				hypothetical protein
PCOCLAEF_01732	gene	366				
PCOCLAEF_01732	CDS	366				hypothetical protein
PCOCLAEF_01733	gene	1281				
PCOCLAEF_01733	CDS	1281				hypothetical protein
PCOCLAEF_01734	gene	387				
PCOCLAEF_01734	CDS	387				hypothetical protein
PCOCLAEF_01735	gene	387				
PCOCLAEF_01735	CDS	387				hypothetical protein
PCOCLAEF_01736	gene	393				
PCOCLAEF_01736	CDS	393				hypothetical protein
PCOCLAEF_01737	gene	357				
PCOCLAEF_01737	CDS	357				hypothetical protein
PCOCLAEF_01738	gene	1890	mnmG			
PCOCLAEF_01738	CDS	1890	mnmG			tRNA uridine 5-carboxymethylaminomethyl modification enzyme MnmG
PCOCLAEF_01739	gene	1374	mnmE			
PCOCLAEF_01739	CDS	1374	mnmE	3.6.-.-	COG0486	tRNA modification GTPase MnmE
PCOCLAEF_01740	gene	819	dacA_2			
PCOCLAEF_01740	CDS	819	dacA_2	3.4.16.4		D-alanyl-D-alanine carboxypeptidase DacA
PCOCLAEF_01741	gene	708				
PCOCLAEF_01741	CDS	708				hypothetical protein
PCOCLAEF_01742	gene	528				
PCOCLAEF_01742	CDS	528				hypothetical protein
PCOCLAEF_01743	gene	732	fabG_2			
PCOCLAEF_01743	CDS	732	fabG_2	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
PCOCLAEF_01744	gene	1194	sauU			
PCOCLAEF_01744	CDS	1194	sauU			putative sulfoacetate transporter SauU
PCOCLAEF_01745	gene	1194	scmP_2			
PCOCLAEF_01745	CDS	1194	scmP_2	3.5.1.-	COG1473	N-acetylcysteine deacetylase
PCOCLAEF_01746	gene	1401	norB			
PCOCLAEF_01746	CDS	1401	norB			Quinolone resistance protein NorB
PCOCLAEF_01747	gene	1188				
PCOCLAEF_01747	CDS	1188		3.5.1.47		N-acetyldiaminopimelate deacetylase
PCOCLAEF_01748	gene	2343	rhaR_2			
PCOCLAEF_01748	CDS	2343	rhaR_2			HTH-type transcriptional activator RhaR
PCOCLAEF_01749	gene	2751	inlJ_2			
PCOCLAEF_01749	CDS	2751	inlJ_2			Internalin J
PCOCLAEF_01750	gene	258				
PCOCLAEF_01750	CDS	258				hypothetical protein
PCOCLAEF_01751	gene	1242				
PCOCLAEF_01751	CDS	1242				hypothetical protein
PCOCLAEF_01752	gene	1188	pdxB			
PCOCLAEF_01752	CDS	1188	pdxB	1.1.1.290		Erythronate-4-phosphate dehydrogenase
PCOCLAEF_01753	gene	1092	serC			
PCOCLAEF_01753	CDS	1092	serC	2.6.1.52	COG1932	Phosphoserine aminotransferase
PCOCLAEF_01754	gene	1149	cntE			
PCOCLAEF_01754	CDS	1149	cntE			Staphylopine export protein
PCOCLAEF_01755	gene	423	slyA_3			
PCOCLAEF_01755	CDS	423	slyA_3			Transcriptional regulator SlyA
PCOCLAEF_01756	gene	357				
PCOCLAEF_01756	CDS	357				hypothetical protein
PCOCLAEF_01757	gene	600				
PCOCLAEF_01757	CDS	600				hypothetical protein
PCOCLAEF_01758	gene	321	trxA_2			
PCOCLAEF_01758	CDS	321	trxA_2		COG0526	Thioredoxin 1
PCOCLAEF_01759	gene	663	ycjU			
PCOCLAEF_01759	CDS	663	ycjU	5.4.2.6	COG0637	Beta-phosphoglucomutase
PCOCLAEF_01760	gene	1122	garK_2			
PCOCLAEF_01760	CDS	1122	garK_2	2.7.1.165	COG1929	Glycerate 2-kinase
PCOCLAEF_01761	gene	2178	ycjT			
PCOCLAEF_01761	CDS	2178	ycjT	2.4.1.230	COG1554	Kojibiose phosphorylase
PCOCLAEF_01762	gene	1032	iolG_3			
PCOCLAEF_01762	CDS	1032	iolG_3	1.1.1.369		Inositol 2-dehydrogenase/D-chiro-inositol 3-dehydrogenase
PCOCLAEF_01763	gene	795	iolO			
PCOCLAEF_01763	CDS	795	iolO	5.1.3.-	COG1082	5-keto-L-gluconate epimerase
PCOCLAEF_01764	gene	1053	tdh			
PCOCLAEF_01764	CDS	1053	tdh	1.1.1.103		L-threonine 3-dehydrogenase
PCOCLAEF_01765	gene	852	ycjP			
PCOCLAEF_01765	CDS	852	ycjP		COG0395	Inner membrane ABC transporter permease protein YcjP
PCOCLAEF_01766	gene	882	ycjO			
PCOCLAEF_01766	CDS	882	ycjO		COG1175	Inner membrane ABC transporter permease protein YcjO
PCOCLAEF_01767	gene	1293				
PCOCLAEF_01767	CDS	1293				hypothetical protein
PCOCLAEF_01768	gene	1701	ycjM			
PCOCLAEF_01768	CDS	1701	ycjM	2.4.1.352	COG0366	Glucosylglycerate phosphorylase
PCOCLAEF_01769	gene	1026	purR_2			
PCOCLAEF_01769	CDS	1026	purR_2		COG1609	HTH-type transcriptional repressor PurR
PCOCLAEF_01770	gene	75				
PCOCLAEF_01770	tRNA	75				tRNA-Val(gac)
PCOCLAEF_01771	gene	1995				
PCOCLAEF_01771	CDS	1995				hypothetical protein
PCOCLAEF_01772	gene	543				
PCOCLAEF_01772	CDS	543				hypothetical protein
PCOCLAEF_01773	gene	1413	hsrA			
PCOCLAEF_01773	CDS	1413	hsrA			putative transport protein HsrA
PCOCLAEF_01774	gene	315	rhaM			
PCOCLAEF_01774	CDS	315	rhaM	5.1.3.32	COG3254	L-rhamnose mutarotase
PCOCLAEF_01775	gene	822	rhaD			
PCOCLAEF_01775	CDS	822	rhaD	4.1.2.19	COG0235	Rhamnulose-1-phosphate aldolase
PCOCLAEF_01776	gene	1263	rhaA			
PCOCLAEF_01776	CDS	1263	rhaA	5.3.1.14	COG4806	L-rhamnose isomerase
PCOCLAEF_01777	gene	1452	rhaB			
PCOCLAEF_01777	CDS	1452	rhaB	2.7.1.5	COG1070	L-Rhamnulokinase
PCOCLAEF_01778	gene	1269	csbC			
PCOCLAEF_01778	CDS	1269	csbC			putative metabolite transport protein CsbC
PCOCLAEF_01779	gene	981	rhaS_2			
PCOCLAEF_01779	CDS	981	rhaS_2			HTH-type transcriptional activator RhaS
PCOCLAEF_01780	gene	462				
PCOCLAEF_01780	CDS	462				hypothetical protein
PCOCLAEF_01781	gene	621				
PCOCLAEF_01781	CDS	621				hypothetical protein
PCOCLAEF_01782	gene	864	misCA			
PCOCLAEF_01782	CDS	864	misCA		COG0706	Membrane protein insertase MisCA
PCOCLAEF_01783	gene	360	rnpA			
PCOCLAEF_01783	CDS	360	rnpA	3.1.26.5	COG0594	Ribonuclease P protein component
PCOCLAEF_01784	gene	135	rpmH			
PCOCLAEF_01784	CDS	135	rpmH			50S ribosomal protein L34
PCOCLAEF_01785	gene	471				
PCOCLAEF_01785	CDS	471				hypothetical protein
PCOCLAEF_01786	gene	1356	dnaA			
PCOCLAEF_01786	CDS	1356	dnaA		COG0593	Chromosomal replication initiator protein DnaA
PCOCLAEF_01787	gene	1146	dnaN			
PCOCLAEF_01787	CDS	1146	dnaN		COG0592	Beta sliding clamp
PCOCLAEF_01788	gene	1344	yeeO_2			
PCOCLAEF_01788	CDS	1344	yeeO_2		COG0534	putative FMN/FAD exporter YeeO
PCOCLAEF_01789	gene	288				
PCOCLAEF_01789	CDS	288				hypothetical protein
PCOCLAEF_01790	gene	1113	recF			
PCOCLAEF_01790	CDS	1113	recF		COG1195	DNA replication and repair protein RecF
PCOCLAEF_01791	gene	1941	gyrB			
PCOCLAEF_01791	CDS	1941	gyrB	5.6.2.2	COG0187	DNA gyrase subunit B
PCOCLAEF_01792	gene	2529	gyrA			
PCOCLAEF_01792	CDS	2529	gyrA	5.6.2.2	COG0188	DNA gyrase subunit A
PCOCLAEF_01793	gene	1515	ywiE			
PCOCLAEF_01793	CDS	1515	ywiE	2.7.8.-	COG1502	putative cardiolipin synthase YwiE
PCOCLAEF_01794	gene	519	speG			
PCOCLAEF_01794	CDS	519	speG	2.3.1.57	COG1670	Spermidine N(1)-acetyltransferase
PCOCLAEF_01795	gene	969	galK			
PCOCLAEF_01795	CDS	969	galK	2.7.1.6		Galactokinase
PCOCLAEF_01796	gene	972				
PCOCLAEF_01796	CDS	972				hypothetical protein
PCOCLAEF_01797	gene	1071				
PCOCLAEF_01797	CDS	1071		2.7.4.2		Phosphomevalonate kinase
PCOCLAEF_01798	gene	195				
PCOCLAEF_01798	CDS	195				hypothetical protein
PCOCLAEF_01799	gene	1299				
PCOCLAEF_01799	CDS	1299				hypothetical protein
PCOCLAEF_01800	gene	357	inlB_2			
PCOCLAEF_01800	CDS	357	inlB_2			Internalin B
PCOCLAEF_01801	gene	1107				
PCOCLAEF_01801	CDS	1107				hypothetical protein
PCOCLAEF_01802	gene	1980	qoxB			
PCOCLAEF_01802	CDS	1980	qoxB	1.10.3.-		Quinol oxidase subunit 1
PCOCLAEF_01803	gene	612	qoxC			
PCOCLAEF_01803	CDS	612	qoxC	1.10.3.-		Quinol oxidase subunit 3
PCOCLAEF_01804	gene	333	qoxD			
PCOCLAEF_01804	CDS	333	qoxD	1.10.3.-		Quinol oxidase subunit 4
PCOCLAEF_01805	gene	1119				
PCOCLAEF_01805	CDS	1119				hypothetical protein
PCOCLAEF_01806	gene	1434	bglH_4			
PCOCLAEF_01806	CDS	1434	bglH_4	3.2.1.86	COG2723	Aryl-phospho-beta-D-glucosidase BglH
PCOCLAEF_01807	gene	822				
PCOCLAEF_01807	CDS	822				hypothetical protein
PCOCLAEF_01808	gene	741	frlR			
PCOCLAEF_01808	CDS	741	frlR		COG2188	putative fructoselysine utilization operon transcriptional repressor
PCOCLAEF_01809	gene	402	sorF			
PCOCLAEF_01809	CDS	402	sorF		COG2893	PTS system sorbose-specific EIIA component
PCOCLAEF_01810	gene	489	levE			
PCOCLAEF_01810	CDS	489	levE	2.7.1.202	COG3444	PTS system fructose-specific EIIB component
PCOCLAEF_01811	gene	804	agaC_1			
PCOCLAEF_01811	CDS	804	agaC_1		COG3715	N-acetylgalactosamine permease IIC component 1
PCOCLAEF_01812	gene	822	manZ_2			
PCOCLAEF_01812	CDS	822	manZ_2		COG3716	PTS system mannose-specific EIID component
PCOCLAEF_01813	gene	705				
PCOCLAEF_01813	CDS	705				hypothetical protein
PCOCLAEF_01814	gene	642	cutC_2			
PCOCLAEF_01814	CDS	642	cutC_2		COG3142	Copper homeostasis protein CutC
PCOCLAEF_01815	gene	1905	bglF_3			
PCOCLAEF_01815	CDS	1905	bglF_3		COG1263	PTS system beta-glucoside-specific EIIBCA component
PCOCLAEF_01816	gene	876	mccF_1			
PCOCLAEF_01816	CDS	876	mccF_1			Microcin C7 self-immunity protein MccF
PCOCLAEF_01817	gene	621				
PCOCLAEF_01817	CDS	621				hypothetical protein
PCOCLAEF_01818	gene	585	bcrA_2			
PCOCLAEF_01818	CDS	585	bcrA_2			Bacitracin transport ATP-binding protein BcrA
PCOCLAEF_01819	gene	723				
PCOCLAEF_01819	CDS	723				hypothetical protein
PCOCLAEF_01820	gene	714				
PCOCLAEF_01820	CDS	714				hypothetical protein
PCOCLAEF_01821	gene	765				
PCOCLAEF_01821	CDS	765				hypothetical protein
PCOCLAEF_01822	gene	405				
PCOCLAEF_01822	CDS	405				hypothetical protein
PCOCLAEF_01823	gene	339				
PCOCLAEF_01823	CDS	339				hypothetical protein
PCOCLAEF_01824	gene	810	yidA_3			
PCOCLAEF_01824	CDS	810	yidA_3	3.1.3.23	COG0561	Sugar phosphatase YidA
PCOCLAEF_01825	gene	1056	degA_2			
PCOCLAEF_01825	CDS	1056	degA_2		COG1609	HTH-type transcriptional regulator DegA
PCOCLAEF_01826	gene	966	nanK			
PCOCLAEF_01826	CDS	966	nanK	2.7.1.60	COG1940	N-acetylmannosamine kinase
PCOCLAEF_01827	gene	2403				
PCOCLAEF_01827	CDS	2403				hypothetical protein
PCOCLAEF_01828	gene	1359	licC_6			
PCOCLAEF_01828	CDS	1359	licC_6		COG1455	Lichenan permease IIC component
PCOCLAEF_01829	gene	1086	glmS_2			
PCOCLAEF_01829	CDS	1086	glmS_2	2.6.1.16	COG0449	Glutamine--fructose-6-phosphate aminotransferase [isomerizing]
PCOCLAEF_01830	gene	1026	ptcA			
PCOCLAEF_01830	CDS	1026	ptcA	2.1.3.6	COG0078	Putrescine carbamoyltransferase
PCOCLAEF_01831	gene	1386	gadC_1			
PCOCLAEF_01831	CDS	1386	gadC_1		COG0531	putative glutamate/gamma-aminobutyrate antiporter
PCOCLAEF_01832	gene	1095	aguA_1			
PCOCLAEF_01832	CDS	1095	aguA_1	3.5.3.12	COG2957	Putative agmatine deiminase
PCOCLAEF_01833	gene	942	arcC1			
PCOCLAEF_01833	CDS	942	arcC1	2.7.2.2		Carbamate kinase 1
PCOCLAEF_01834	gene	1110	aguA_2			
PCOCLAEF_01834	CDS	1110	aguA_2	3.5.3.12	COG2957	Agmatine deiminase
PCOCLAEF_01835	gene	780	glvR_2			
PCOCLAEF_01835	CDS	780	glvR_2		COG1737	HTH-type transcriptional regulator GlvR
PCOCLAEF_01836	gene	660	dedA_1			
PCOCLAEF_01836	CDS	660	dedA_1		COG0586	Protein DedA
PCOCLAEF_01837	gene	1227	arcA			
PCOCLAEF_01837	CDS	1227	arcA	3.5.3.6		Arginine deiminase
PCOCLAEF_01838	gene	294	rpsF			
PCOCLAEF_01838	CDS	294	rpsF		COG0360	30S ribosomal protein S6
PCOCLAEF_01839	gene	537	ssbA_1			
PCOCLAEF_01839	CDS	537	ssbA_1		COG0629	Single-stranded DNA-binding protein A
PCOCLAEF_01840	gene	240	rpsR			
PCOCLAEF_01840	CDS	240	rpsR			30S ribosomal protein S18
PCOCLAEF_01841	gene	612				
PCOCLAEF_01841	CDS	612				hypothetical protein
PCOCLAEF_01842	gene	615	agrB			
PCOCLAEF_01842	CDS	615	agrB	3.4.-.-	COG4512	Accessory gene regulator protein B
PCOCLAEF_01843	gene	162				
PCOCLAEF_01843	CDS	162				hypothetical protein
PCOCLAEF_01844	gene	1296				
PCOCLAEF_01844	CDS	1296				hypothetical protein
PCOCLAEF_01845	gene	492	agrA			
PCOCLAEF_01845	CDS	492	agrA		COG3279	Accessory gene regulator protein A
PCOCLAEF_01846	gene	1974	gdpP			
PCOCLAEF_01846	CDS	1974	gdpP	3.1.4.59	COG3887	Cyclic-di-AMP phosphodiesterase GdpP
PCOCLAEF_01847	gene	447	rplI			
PCOCLAEF_01847	CDS	447	rplI			50S ribosomal protein L9
PCOCLAEF_01848	gene	1353	dnaC			
PCOCLAEF_01848	CDS	1353	dnaC	3.6.4.12	COG0305	Replicative DNA helicase
PCOCLAEF_01849	gene	1293	purA			
PCOCLAEF_01849	CDS	1293	purA	6.3.4.4	COG0104	Adenylosuccinate synthetase
PCOCLAEF_01850	gene	294	esxA			
PCOCLAEF_01850	CDS	294	esxA			Type VII secretion system extracellular protein A
PCOCLAEF_01851	gene	3207				
PCOCLAEF_01851	CDS	3207				hypothetical protein
PCOCLAEF_01852	gene	516				
PCOCLAEF_01852	CDS	516				hypothetical protein
PCOCLAEF_01853	gene	252	esaB			
PCOCLAEF_01853	CDS	252	esaB			Type VII secretion system accessory factor EsaB
PCOCLAEF_01854	gene	1197	essB			
PCOCLAEF_01854	CDS	1197	essB		COG4499	Type VII secretion system protein EssB
PCOCLAEF_01855	gene	4497	essC			
PCOCLAEF_01855	CDS	4497	essC		COG1674	Type VII secretion system protein EssC
PCOCLAEF_01856	gene	399				
