locus_tag	ftype	length_bp	gene	EC_number	COG	product
FAOADFNE_01889	gene	531	fldA			
FAOADFNE_01889	CDS	531	fldA		COG0716	Flavodoxin 1
FAOADFNE_01890	gene	294	ybfE			
FAOADFNE_01890	CDS	294	ybfE			putative protein YbfE
FAOADFNE_01891	gene	771	ybfF			
FAOADFNE_01891	CDS	771	ybfF	3.1.-.-	COG0596	Esterase YbfF
FAOADFNE_01892	gene	543	seqA			
FAOADFNE_01892	CDS	543	seqA		COG3057	Negative modulator of initiation of replication
FAOADFNE_01893	gene	1641	pgm			
FAOADFNE_01893	CDS	1641	pgm	5.4.2.2	COG0033	Phosphoglucomutase
FAOADFNE_01894	gene	486				
FAOADFNE_01894	CDS	486				hypothetical protein
FAOADFNE_01895	gene	1320	potE			
FAOADFNE_01895	CDS	1320	potE		COG0531	Putrescine transporter PotE
FAOADFNE_01896	gene	2199	speF			
FAOADFNE_01896	CDS	2199	speF	4.1.1.17	COG1982	Inducible ornithine decarboxylase
FAOADFNE_01897	gene	105				
FAOADFNE_01897	CDS	105				hypothetical protein
FAOADFNE_01898	gene	678	kdpE			
FAOADFNE_01898	CDS	678	kdpE		COG0745	KDP operon transcriptional regulatory protein KdpE
FAOADFNE_01899	gene	2685	kdpD			
FAOADFNE_01899	CDS	2685	kdpD	2.7.13.3	COG2205	Sensor protein KdpD
FAOADFNE_01900	gene	585	kdpC			
FAOADFNE_01900	CDS	585	kdpC		COG2156	Potassium-transporting ATPase KdpC subunit
FAOADFNE_01901	gene	2049	kdpB			
FAOADFNE_01901	CDS	2049	kdpB	7.2.2.6	COG2216	Potassium-transporting ATPase ATP-binding subunit
FAOADFNE_01902	gene	1680	kdpA			
FAOADFNE_01902	CDS	1680	kdpA		COG2060	Potassium-transporting ATPase potassium-binding subunit
FAOADFNE_01903	gene	207				
FAOADFNE_01903	CDS	207				hypothetical protein
FAOADFNE_01904	gene	1422	phrB			
FAOADFNE_01904	CDS	1422	phrB	4.1.99.3	COG0415	Deoxyribodipyrimidine photo-lyase
FAOADFNE_01905	gene	1482	dtpD			
FAOADFNE_01905	CDS	1482	dtpD		COG3104	Dipeptide permease D
FAOADFNE_01906	gene	744	ybgI			
FAOADFNE_01906	CDS	744	ybgI		COG0327	GTP cyclohydrolase 1 type 2 
FAOADFNE_01907	gene	657	pxpB			
FAOADFNE_01907	CDS	657	pxpB	3.5.2.9	COG2049	5-oxoprolinase subunit B
FAOADFNE_01908	gene	933	pxpC			
FAOADFNE_01908	CDS	933	pxpC	3.5.2.9	COG1984	5-oxoprolinase subunit C
FAOADFNE_01909	gene	735	pxpA			
FAOADFNE_01909	CDS	735	pxpA	3.5.2.9	COG1540	5-oxoprolinase subunit A
FAOADFNE_01910	gene	792	nei			
FAOADFNE_01910	CDS	792	nei	3.2.2.-	COG0266	Endonuclease 8
FAOADFNE_01911	gene	1047				
FAOADFNE_01911	CDS	1047				hypothetical protein
FAOADFNE_01912	gene	1284	gltA			
FAOADFNE_01912	CDS	1284	gltA	2.3.3.16	COG0372	Citrate synthase
FAOADFNE_01913	gene	405	sdhC			
FAOADFNE_01913	CDS	405	sdhC		COG2009	Succinate dehydrogenase cytochrome b556 subunit
FAOADFNE_01914	gene	348	sdhD			
FAOADFNE_01914	CDS	348	sdhD		COG2142	Succinate dehydrogenase hydrophobic membrane anchor subunit
FAOADFNE_01915	gene	1767	sdhA			
FAOADFNE_01915	CDS	1767	sdhA	1.3.5.1	COG1053	Succinate dehydrogenase flavoprotein subunit
FAOADFNE_01916	gene	717	sdhB			
FAOADFNE_01916	CDS	717	sdhB	1.3.5.1	COG0479	Succinate dehydrogenase iron-sulfur subunit
FAOADFNE_01917	gene	2802	sucA			
FAOADFNE_01917	CDS	2802	sucA	1.2.4.2	COG0567	2-oxoglutarate dehydrogenase E1 component
FAOADFNE_01918	gene	1209	sucB			
FAOADFNE_01918	CDS	1209	sucB	2.3.1.61	COG0508	Dihydrolipoyllysine-residue succinyltransferase component of 2-oxoglutarate dehydrogenase complex
FAOADFNE_01919	gene	1167	sucC			
FAOADFNE_01919	CDS	1167	sucC	6.2.1.5	COG0045	Succinate--CoA ligase [ADP-forming] subunit beta
FAOADFNE_01920	gene	870	sucD			
FAOADFNE_01920	CDS	870	sucD	6.2.1.5	COG0074	Succinate--CoA ligase [ADP-forming] subunit alpha
FAOADFNE_01921	gene	126				
FAOADFNE_01921	CDS	126				hypothetical protein
FAOADFNE_01922	gene	1569	cydA			
FAOADFNE_01922	CDS	1569	cydA	7.1.1.7	COG1271	Cytochrome bd-I ubiquinol oxidase subunit 1
FAOADFNE_01923	gene	1140	cydB			
FAOADFNE_01923	CDS	1140	cydB	7.1.1.7	COG1294	Cytochrome bd-I ubiquinol oxidase subunit 2
FAOADFNE_01924	gene	114	cydX			
FAOADFNE_01924	CDS	114	cydX	7.1.1.7	COG4890	Cytochrome bd-I ubiquinol oxidase subunit X
FAOADFNE_01925	gene	294				
FAOADFNE_01925	CDS	294				hypothetical protein
FAOADFNE_01926	gene	405	ybgC			
FAOADFNE_01926	CDS	405	ybgC	3.1.2.-	COG0824	Acyl-CoA thioester hydrolase YbgC
FAOADFNE_01927	gene	693	tolQ			
FAOADFNE_01927	CDS	693	tolQ		COG0811	Tol-Pal system protein TolQ
FAOADFNE_01928	gene	429	tolR			
FAOADFNE_01928	CDS	429	tolR		COG0848	Tol-Pal system protein TolR
FAOADFNE_01929	gene	1116				
FAOADFNE_01929	CDS	1116				hypothetical protein
FAOADFNE_01930	gene	1293	tolB			
FAOADFNE_01930	CDS	1293	tolB		COG0823	Tol-Pal system protein TolB
FAOADFNE_01931	gene	525	pal_2			
FAOADFNE_01931	CDS	525	pal_2		COG2885	Peptidoglycan-associated lipoprotein
FAOADFNE_01932	gene	789	cpoB			
FAOADFNE_01932	CDS	789	cpoB		COG1729	Cell division coordinator CpoB
FAOADFNE_01933	gene	76				
FAOADFNE_01933	tRNA	76				tRNA-Lys(ttt)
FAOADFNE_01934	gene	76				
FAOADFNE_01934	tRNA	76				tRNA-Val(tac)
FAOADFNE_01935	gene	76				
FAOADFNE_01935	tRNA	76				tRNA-Lys(ttt)
FAOADFNE_01936	gene	76				
FAOADFNE_01936	tRNA	76				tRNA-Lys(ttt)
FAOADFNE_01937	gene	76				
FAOADFNE_01937	tRNA	76				tRNA-Lys(ttt)
FAOADFNE_01938	gene	1044	nadA			
FAOADFNE_01938	CDS	1044	nadA	2.5.1.72	COG0379	Quinolinate synthase A
FAOADFNE_01939	gene	720	pnuC			
FAOADFNE_01939	CDS	720	pnuC		COG3201	Nicotinamide riboside transporter PnuC
FAOADFNE_01940	gene	939	zitB			
FAOADFNE_01940	CDS	939	zitB		COG1230	Zinc transporter ZitB
FAOADFNE_01941	gene	387				
FAOADFNE_01941	CDS	387				hypothetical protein
FAOADFNE_01942	gene	1053	aroG			
FAOADFNE_01942	CDS	1053	aroG	2.5.1.54	COG0722	Phospho-2-dehydro-3-deoxyheptonate aldolase, Phe-sensitive
FAOADFNE_01943	gene	546	fumB_2			
FAOADFNE_01943	CDS	546	fumB_2	4.2.1.2	COG1838	Fumarate hydratase class I, anaerobic
FAOADFNE_01944	gene	846	ttdA_1			
FAOADFNE_01944	CDS	846	ttdA_1	4.2.1.32	COG1951	L(+)-tartrate dehydratase subunit alpha
FAOADFNE_01945	gene	891	cynR_1			
FAOADFNE_01945	CDS	891	cynR_1			HTH-type transcriptional regulator CynR
FAOADFNE_01946	gene	777	yjiE_2			
FAOADFNE_01946	CDS	777	yjiE_2			HTH-type transcriptional regulator YjiE
FAOADFNE_01947	gene	1269				
FAOADFNE_01947	CDS	1269				hypothetical protein
FAOADFNE_01948	gene	240	oadG_2			
FAOADFNE_01948	CDS	240	oadG_2	7.2.4.2	COG3630	Oxaloacetate decarboxylase gamma chain
FAOADFNE_01949	gene	1776	oadA_2			
FAOADFNE_01949	CDS	1776	oadA_2	7.2.4.2	COG0511	Oxaloacetate decarboxylase alpha chain
FAOADFNE_01950	gene	1302	oadB_2			
FAOADFNE_01950	CDS	1302	oadB_2	7.2.4.2	COG1883	Oxaloacetate decarboxylase beta chain
FAOADFNE_01951	gene	648	citG_3			
FAOADFNE_01951	CDS	648	citG_3	2.4.2.52		2-(5''-triphosphoribosyl)-3'-dephosphocoenzyme-A synthase
FAOADFNE_01952	gene	1080	hmuU			
FAOADFNE_01952	CDS	1080	hmuU		COG0609	Hemin transport system permease protein HmuU
FAOADFNE_01953	gene	777	yusV			
FAOADFNE_01953	CDS	777	yusV		COG1120	putative siderophore transport system ATP-binding protein YusV
FAOADFNE_01954	gene	753	gpmA			
FAOADFNE_01954	CDS	753	gpmA	5.4.2.11	COG0588	2,3-bisphosphoglycerate-dependent phosphoglycerate mutase
FAOADFNE_01955	gene	1041	galM			
FAOADFNE_01955	CDS	1041	galM	5.1.3.3	COG2017	Aldose 1-epimerase
FAOADFNE_01956	gene	1149	galK			
FAOADFNE_01956	CDS	1149	galK	2.7.1.6	COG0153	Galactokinase
FAOADFNE_01957	gene	1047	galT			
FAOADFNE_01957	CDS	1047	galT	2.7.7.12	COG1085	Galactose-1-phosphate uridylyltransferase
FAOADFNE_01958	gene	1017	galE			
FAOADFNE_01958	CDS	1017	galE	5.1.3.2	COG1087	UDP-glucose 4-epimerase
FAOADFNE_01959	gene	909				
FAOADFNE_01959	CDS	909				hypothetical protein
FAOADFNE_01960	gene	1476	modF			
FAOADFNE_01960	CDS	1476	modF		COG1119	ABC transporter ATP-binding protein ModF
FAOADFNE_01961	gene	789	modE			
FAOADFNE_01961	CDS	789	modE		COG2005	DNA-binding transcriptional dual regulator ModE
FAOADFNE_01962	gene	150	acrZ			
FAOADFNE_01962	CDS	150	acrZ			Multidrug efflux pump accessory protein AcrZ
FAOADFNE_01963	gene	774	modA			
FAOADFNE_01963	CDS	774	modA		COG0725	Molybdate-binding protein ModA
FAOADFNE_01964	gene	690	modB			
FAOADFNE_01964	CDS	690	modB		COG4149	Molybdenum transport system permease protein ModB
FAOADFNE_01965	gene	1059	btuD_2			
FAOADFNE_01965	CDS	1059	btuD_2	7.6.2.8		Vitamin B12 import ATP-binding protein BtuD
FAOADFNE_01966	gene	819	ybhA_2			
FAOADFNE_01966	CDS	819	ybhA_2	3.1.3.74	COG0561	Pyridoxal phosphate phosphatase YbhA
FAOADFNE_01967	gene	996	pgl			
FAOADFNE_01967	CDS	996	pgl	3.1.1.31	COG2706	6-phosphogluconolactonase
FAOADFNE_01968	gene	1284	ybhC			
FAOADFNE_01968	CDS	1284	ybhC	3.1.2.-	COG4677	Putative acyl-CoA thioester hydrolase YbhC
FAOADFNE_01969	gene	1170	hutI			
FAOADFNE_01969	CDS	1170	hutI	3.5.2.7	COG1228	Imidazolonepropionase
FAOADFNE_01970	gene	795	hutG			
FAOADFNE_01970	CDS	795	hutG	3.5.3.8	COG0010	Formimidoylglutamase
FAOADFNE_01971	gene	726	nagR_2			
FAOADFNE_01971	CDS	726	nagR_2		COG2188	HTH-type transcriptional repressor NagR
FAOADFNE_01972	gene	1587	hutU			
FAOADFNE_01972	CDS	1587	hutU	4.2.1.49	COG2987	Urocanate hydratase
FAOADFNE_01973	gene	1521	hutH			
FAOADFNE_01973	CDS	1521	hutH	4.3.1.3	COG2986	Histidine ammonia-lyase
FAOADFNE_01974	gene	477				
FAOADFNE_01974	CDS	477				hypothetical protein
FAOADFNE_01975	gene	1290	bioA			
FAOADFNE_01975	CDS	1290	bioA	2.6.1.62	COG0161	Adenosylmethionine-8-amino-7-oxononanoate aminotransferase
FAOADFNE_01976	gene	1041	bioB			
FAOADFNE_01976	CDS	1041	bioB	2.8.1.6	COG0502	Biotin synthase
FAOADFNE_01977	gene	1158	bioF			
FAOADFNE_01977	CDS	1158	bioF	2.3.1.47	COG0156	8-amino-7-oxononanoate synthase
FAOADFNE_01978	gene	756	bioC			
FAOADFNE_01978	CDS	756	bioC	2.1.1.197	COG0500	Malonyl-[acyl-carrier protein] O-methyltransferase
FAOADFNE_01979	gene	687	bioD1_1			
FAOADFNE_01979	CDS	687	bioD1_1	6.3.3.3	COG0132	ATP-dependent dethiobiotin synthetase BioD 1
FAOADFNE_01980	gene	2022	uvrB			
FAOADFNE_01980	CDS	2022	uvrB		COG0556	UvrABC system protein B
FAOADFNE_01981	gene	2265	slrP			
FAOADFNE_01981	CDS	2265	slrP	2.3.2.27	COG4886	E3 ubiquitin-protein ligase SlrP
FAOADFNE_01982	gene	909	ybhK			
FAOADFNE_01982	CDS	909	ybhK		COG0391	Putative gluconeogenesis factor
FAOADFNE_01983	gene	1023	moaA			
FAOADFNE_01983	CDS	1023	moaA	4.1.99.22	COG2896	GTP 3',8-cyclase
FAOADFNE_01984	gene	513	moaB			
FAOADFNE_01984	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
FAOADFNE_01985	gene	444	moaC			
FAOADFNE_01985	CDS	444	moaC	4.6.1.17	COG0315	Cyclic pyranopterin monophosphate synthase
FAOADFNE_01986	gene	246	moaD			
FAOADFNE_01986	CDS	246	moaD		COG1977	Molybdopterin synthase sulfur carrier subunit
FAOADFNE_01987	gene	453	moaE			
FAOADFNE_01987	CDS	453	moaE	2.8.1.12	COG0314	Molybdopterin synthase catalytic subunit
FAOADFNE_01988	gene	705	ybhL_1			
FAOADFNE_01988	CDS	705	ybhL_1		COG0670	Inner membrane protein YbhL
FAOADFNE_01989	gene	522	ybhL_2			
FAOADFNE_01989	CDS	522	ybhL_2		COG0670	Inner membrane protein YbhL
FAOADFNE_01990	gene	603				
FAOADFNE_01990	CDS	603				hypothetical protein
FAOADFNE_01991	gene	561				
FAOADFNE_01991	CDS	561				hypothetical protein
FAOADFNE_01992	gene	963	ybhN			
FAOADFNE_01992	CDS	963	ybhN		COG0392	Inner membrane protein YbhN
FAOADFNE_01993	gene	1071	clsB			
FAOADFNE_01993	CDS	1071	clsB	2.7.8.-	COG1502	Cardiolipin synthase B
FAOADFNE_01994	gene	759				
FAOADFNE_01994	CDS	759				hypothetical protein
FAOADFNE_01995	gene	411	ybhQ			
FAOADFNE_01995	CDS	411	ybhQ			Inner membrane protein YbhQ
FAOADFNE_01996	gene	1107	ybhR			
FAOADFNE_01996	CDS	1107	ybhR		COG0842	putative multidrug ABC transporter permease YbhR
FAOADFNE_01997	gene	1131	ybhS			
FAOADFNE_01997	CDS	1131	ybhS		COG0842	putative multidrug ABC transporter permease YbhS
FAOADFNE_01998	gene	1737	ybhF			
FAOADFNE_01998	CDS	1737	ybhF		COG1131	putative multidrug ABC transporter ATP-binding protein YbhF
FAOADFNE_01999	gene	996				
FAOADFNE_01999	CDS	996				hypothetical protein
FAOADFNE_02000	gene	675	cecR			
FAOADFNE_02000	CDS	675	cecR		COG1309	HTH-type transcriptional dual regulator CecR
FAOADFNE_02001	gene	1362	rhlE			
FAOADFNE_02001	CDS	1362	rhlE	3.6.4.13	COG0513	ATP-dependent RNA helicase RhlE
FAOADFNE_02002	gene	450	dinG_1			
FAOADFNE_02002	CDS	450	dinG_1	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
FAOADFNE_02003	gene	1488	dinG_2			
FAOADFNE_02003	CDS	1488	dinG_2	3.6.4.12	COG1199	ATP-dependent DNA helicase DinG
FAOADFNE_02004	gene	975	ybiB			
FAOADFNE_02004	CDS	975	ybiB		COG0547	putative protein YbiB
FAOADFNE_02005	gene	261	mcbA			
FAOADFNE_02005	CDS	261	mcbA			putative protein McbA
FAOADFNE_02006	gene	267	ybiI			
FAOADFNE_02006	CDS	267	ybiI		COG1734	putative protein YbiI
FAOADFNE_02007	gene	717	rlmF_1			
FAOADFNE_02007	CDS	717	rlmF_1	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
FAOADFNE_02008	gene	255	rlmF_2			
FAOADFNE_02008	CDS	255	rlmF_2	2.1.1.181	COG3129	Ribosomal RNA large subunit methyltransferase F
FAOADFNE_02009	gene	2223	ybiO			
FAOADFNE_02009	CDS	2223	ybiO		COG0668	Moderate conductance mechanosensitive channel YbiO
FAOADFNE_02010	gene	723	glnQ_2			
FAOADFNE_02010	CDS	723	glnQ_2		COG1126	Glutamine transport ATP-binding protein GlnQ
FAOADFNE_02011	gene	660	glnP			
FAOADFNE_02011	CDS	660	glnP		COG0765	Glutamine transport system permease protein GlnP
FAOADFNE_02012	gene	747	glnH			
FAOADFNE_02012	CDS	747	glnH		COG0834	Glutamine-binding periplasmic protein
FAOADFNE_02013	gene	504	dps			
FAOADFNE_02013	CDS	504	dps	1.16.-.-	COG0783	DNA protection during starvation protein
FAOADFNE_02014	gene	888	rhtA			
FAOADFNE_02014	CDS	888	rhtA		COG5006	Threonine/homoserine exporter RhtA
FAOADFNE_02015	gene	516	ompX			
FAOADFNE_02015	CDS	516	ompX		COG3637	Outer membrane protein X
FAOADFNE_02016	gene	1581	opgE			
FAOADFNE_02016	CDS	1581	opgE	2.7.-.-	COG2194	Phosphoethanolamine transferase OpgE
FAOADFNE_02017	gene	129	mntS			
FAOADFNE_02017	CDS	129	mntS			Small protein MntS
FAOADFNE_02018	gene	474	mntR			
FAOADFNE_02018	CDS	474	mntR		COG1321	Transcriptional regulator MntR
FAOADFNE_02019	gene	1113	ybiR			
FAOADFNE_02019	CDS	1113	ybiR		COG0471	Inner membrane protein YbiR
FAOADFNE_02020	gene	921	ybiS			
FAOADFNE_02020	CDS	921	ybiS	2.-.-.-	COG1376	putative L,D-transpeptidase YbiS
FAOADFNE_02021	gene	1596	ybiT			
FAOADFNE_02021	CDS	1596	ybiT		COG0488	putative ABC transporter ATP-binding protein YbiT
FAOADFNE_02022	gene	1266	ybiU			
FAOADFNE_02022	CDS	1266	ybiU			putative protein YbiU
FAOADFNE_02023	gene	810	ybiV			
FAOADFNE_02023	CDS	810	ybiV	3.1.3.23	COG0561	Sugar phosphatase YbiV
FAOADFNE_02024	gene	2433	pflD			
FAOADFNE_02024	CDS	2433	pflD	4.2.1.172	COG1882	Trans-4-hydroxy-L-proline dehydratase
FAOADFNE_02025	gene	900	cutD			
FAOADFNE_02025	CDS	900	cutD	1.97.1.-	COG1180	Choline trimethylamine-lyase activating enzyme
FAOADFNE_02026	gene	750	moeB			
FAOADFNE_02026	CDS	750	moeB	2.7.7.80	COG0476	Molybdopterin-synthase adenylyltransferase
FAOADFNE_02027	gene	1236	moeA			
FAOADFNE_02027	CDS	1236	moeA	2.10.1.1	COG0303	Molybdopterin molybdenumtransferase
FAOADFNE_02028	gene	942	iaaA			
FAOADFNE_02028	CDS	942	iaaA	3.4.19.5	COG1446	Isoaspartyl peptidase
FAOADFNE_02029	gene	1872	gsiA			
FAOADFNE_02029	CDS	1872	gsiA	7.4.2.10	COG1123	Glutathione import ATP-binding protein GsiA
FAOADFNE_02030	gene	1539	gsiB			
FAOADFNE_02030	CDS	1539	gsiB		COG0747	Glutathione-binding protein GsiB
FAOADFNE_02031	gene	921	gsiC			
FAOADFNE_02031	CDS	921	gsiC		COG0601	Glutathione transport system permease protein GsiC
FAOADFNE_02032	gene	912	gsiD			
FAOADFNE_02032	CDS	912	gsiD		COG1173	Glutathione transport system permease protein GsiD
FAOADFNE_02033	gene	1326	rimO			
FAOADFNE_02033	CDS	1326	rimO	2.8.4.4	COG0621	Ribosomal protein S12 methylthiotransferase RimO
FAOADFNE_02034	gene	384				
FAOADFNE_02034	CDS	384				hypothetical protein
FAOADFNE_02035	gene	516				
FAOADFNE_02035	CDS	516				hypothetical protein
FAOADFNE_02036	gene	750	etfB			
FAOADFNE_02036	CDS	750	etfB			Electron transfer flavoprotein subunit beta
FAOADFNE_02037	gene	948	etfA			
FAOADFNE_02037	CDS	948	etfA		COG2025	Electron transfer flavoprotein subunit alpha
FAOADFNE_02038	gene	216				
FAOADFNE_02038	CDS	216				hypothetical protein
FAOADFNE_02039	gene	1164	mmgC			
FAOADFNE_02039	CDS	1164	mmgC	1.3.99.-	COG1960	Acyl-CoA dehydrogenase
FAOADFNE_02040	gene	192				
FAOADFNE_02040	CDS	192				hypothetical protein
FAOADFNE_02041	gene	1686				
FAOADFNE_02041	CDS	1686		1.5.5.1	COG0644	Electron transfer flavoprotein-ubiquinone oxidoreductase
FAOADFNE_02042	gene	891	cysL			
FAOADFNE_02042	CDS	891	cysL		COG0583	HTH-type transcriptional regulator CysL
FAOADFNE_02043	gene	387				
FAOADFNE_02043	CDS	387				hypothetical protein
FAOADFNE_02044	gene	681				
FAOADFNE_02044	CDS	681				hypothetical protein
FAOADFNE_02045	gene	627	gstB			
FAOADFNE_02045	CDS	627	gstB	2.5.1.18	COG0625	Glutathione S-transferase GstB
FAOADFNE_02046	gene	1203	dacC			
FAOADFNE_02046	CDS	1203	dacC	3.4.16.4	COG1686	D-alanyl-D-alanine carboxypeptidase DacC
FAOADFNE_02047	gene	759	deoR_2			
FAOADFNE_02047	CDS	759	deoR_2		COG1349	Deoxyribose operon repressor
FAOADFNE_02048	gene	675	ybjG			
FAOADFNE_02048	CDS	675	ybjG	3.6.1.27	COG0671	Putative undecaprenyl-diphosphatase YbjG
FAOADFNE_02049	gene	1233	mdfA			
FAOADFNE_02049	CDS	1233	mdfA			Multidrug transporter MdfA
FAOADFNE_02050	gene	816	ybjI			
FAOADFNE_02050	CDS	816	ybjI	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
FAOADFNE_02051	gene	1212	ybjJ			
FAOADFNE_02051	CDS	1212	ybjJ			Inner membrane protein YbjJ
FAOADFNE_02052	gene	621	rcdA			
FAOADFNE_02052	CDS	621	rcdA		COG3226	HTH-type transcriptional regulator RcdA
FAOADFNE_02053	gene	1686	aspT_2			
FAOADFNE_02053	CDS	1686	aspT_2			Aspartate/alanine antiporter
FAOADFNE_02054	gene	378	ybjM			
FAOADFNE_02054	CDS	378	ybjM			Inner membrane protein YbjM
FAOADFNE_02055	gene	264	grxA			
FAOADFNE_02055	CDS	264	grxA		COG0695	Glutaredoxin 1
FAOADFNE_02056	gene	291				
FAOADFNE_02056	CDS	291				hypothetical protein
FAOADFNE_02057	gene	723	nfsA			
FAOADFNE_02057	CDS	723	nfsA	1.-.-.-	COG0778	Oxygen-insensitive NADPH nitroreductase
FAOADFNE_02058	gene	903	rimK			
FAOADFNE_02058	CDS	903	rimK	6.3.2.-	COG0189	Ribosomal protein S6--L-glutamate ligase
FAOADFNE_02059	gene	477	ybjN			
FAOADFNE_02059	CDS	477	ybjN			putative protein YbjN
FAOADFNE_02060	gene	1116	potF			
FAOADFNE_02060	CDS	1116	potF		COG0687	Putrescine-binding periplasmic protein
FAOADFNE_02061	gene	1134	potA_1			
FAOADFNE_02061	CDS	1134	potA_1	7.6.2.11	COG3842	Spermidine/putrescine import ATP-binding protein PotA
FAOADFNE_02062	gene	954	potH			
FAOADFNE_02062	CDS	954	potH		COG1176	Putrescine transport system permease protein PotH
FAOADFNE_02063	gene	846	ydcV_1			
FAOADFNE_02063	CDS	846	ydcV_1			Inner membrane ABC transporter permease protein YdcV
FAOADFNE_02064	gene	402	ybjO			
FAOADFNE_02064	CDS	402	ybjO			Inner membrane protein YbjO
FAOADFNE_02065	gene	1131	rlmC			
FAOADFNE_02065	CDS	1131	rlmC	2.1.1.189	COG2265	23S rRNA (uracil(747)-C(5))-methyltransferase RlmC
FAOADFNE_02066	gene	1344	ulaA_2			
FAOADFNE_02066	CDS	1344	ulaA_2		COG3037	Ascorbate-specific PTS system EIIC component
FAOADFNE_02067	gene	321				
FAOADFNE_02067	CDS	321				hypothetical protein
FAOADFNE_02068	gene	1488				
FAOADFNE_02068	CDS	1488				hypothetical protein
FAOADFNE_02069	gene	732	artJ_2			
FAOADFNE_02069	CDS	732	artJ_2		COG0834	ABC transporter arginine-binding protein 1
FAOADFNE_02070	gene	669	artM_1			
FAOADFNE_02070	CDS	669	artM_1		COG4160	Arginine ABC transporter permease protein ArtM
FAOADFNE_02071	gene	717	artQ			
FAOADFNE_02071	CDS	717	artQ		COG4215	Arginine ABC transporter permease protein ArtQ
FAOADFNE_02072	gene	732	artI			
FAOADFNE_02072	CDS	732	artI		COG0834	Putative ABC transporter arginine-binding protein 2
FAOADFNE_02073	gene	729	artP			
FAOADFNE_02073	CDS	729	artP	3.6.3.-	COG4161	Arginine transport ATP-binding protein ArtP
FAOADFNE_02074	gene	516	ybjP			
FAOADFNE_02074	CDS	516	ybjP			putative lipoprotein YbjP
FAOADFNE_02075	gene	324				
FAOADFNE_02075	CDS	324				hypothetical protein
FAOADFNE_02076	gene	831	amiD			
FAOADFNE_02076	CDS	831	amiD	3.5.1.28	COG3023	N-acetylmuramoyl-L-alanine amidase AmiD
FAOADFNE_02077	gene	1014	oleD			
FAOADFNE_02077	CDS	1014	oleD	1.1.1.412	COG0451	2-alkyl-3-oxoalkanoate reductase
FAOADFNE_02078	gene	1434				
FAOADFNE_02078	CDS	1434				hypothetical protein
FAOADFNE_02079	gene	1002	ltaE			
FAOADFNE_02079	CDS	1002	ltaE	4.1.2.48	COG2008	Low specificity L-threonine aldolase
FAOADFNE_02080	gene	1719	poxB			
FAOADFNE_02080	CDS	1719	poxB	1.2.5.1	COG0028	Pyruvate dehydrogenase [ubiquinone]
FAOADFNE_02081	gene	969	hcr			
FAOADFNE_02081	CDS	969	hcr	1.-.-.-	COG1018	NADH oxidoreductase HCR
FAOADFNE_02082	gene	1653	hcp			
FAOADFNE_02082	CDS	1653	hcp	1.7.99.1	COG1151	Hydroxylamine reductase
FAOADFNE_02083	gene	900	lysO			
FAOADFNE_02083	CDS	900	lysO		COG2431	Lysine exporter LysO
FAOADFNE_02084	gene	1659				
FAOADFNE_02084	CDS	1659				hypothetical protein
FAOADFNE_02085	gene	951				
FAOADFNE_02085	CDS	951				hypothetical protein
FAOADFNE_02086	gene	1119	macA			
FAOADFNE_02086	CDS	1119	macA		COG0845	Macrolide export protein MacA
FAOADFNE_02087	gene	1947	macB			
FAOADFNE_02087	CDS	1947	macB	3.6.3.-	COG0577	Macrolide export ATP-binding/permease protein MacB
FAOADFNE_02088	gene	222	cspD			
FAOADFNE_02088	CDS	222	cspD		COG1278	Cold shock-like protein CspD
FAOADFNE_02089	gene	321	clpS			
FAOADFNE_02089	CDS	321	clpS		COG2127	ATP-dependent Clp protease adapter protein ClpS
FAOADFNE_02090	gene	2277	clpA			
FAOADFNE_02090	CDS	2277	clpA		COG0542	ATP-dependent Clp protease ATP-binding subunit ClpA
FAOADFNE_02091	gene	198				
FAOADFNE_02091	CDS	198				hypothetical protein
FAOADFNE_02092	gene	88				
FAOADFNE_02092	tRNA	88				tRNA-Ser(gga)
FAOADFNE_02093	gene	678	ycaC_2			
FAOADFNE_02093	CDS	678	ycaC_2	4.-.-.-	COG1335	putative hydrolase YcaC
FAOADFNE_02094	gene	861				
FAOADFNE_02094	CDS	861				hypothetical protein
FAOADFNE_02095	gene	912	dmlR_4			
FAOADFNE_02095	CDS	912	dmlR_4			HTH-type transcriptional regulator DmlR
FAOADFNE_02096	gene	219	infA			
FAOADFNE_02096	CDS	219	infA		COG0361	Translation initiation factor IF-1
FAOADFNE_02097	gene	705	aat			
FAOADFNE_02097	CDS	705	aat	2.3.2.6	COG2360	Leucyl/phenylalanyl-tRNA--protein transferase
FAOADFNE_02098	gene	1722	yheH			
FAOADFNE_02098	CDS	1722	yheH	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheH
FAOADFNE_02099	gene	1767	cydD			
FAOADFNE_02099	CDS	1767	cydD		COG4988	ATP-binding/permease protein CydD
FAOADFNE_02100	gene	969	trxB			
FAOADFNE_02100	CDS	969	trxB	1.8.1.9	COG0492	Thioredoxin reductase
FAOADFNE_02101	gene	495	lrp_1			
